Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
9:00 am,14.9,7.0,50,NW,35 19,48 26,1007.2,0.0,2025-10-02
8:30 am,14.1,6.4,48,NW,33 18,48 26,1006.8,0.0,2025-10-02
8:00 am,13.0,5.8,50,NW,30 16,41 22,1007.1,0.0,2025-10-02
7:30 am,11.9,4.9,51,NNW,28 15,35 19,1006.9,0.0,2025-10-02
7:00 am,10.8,3.8,54,NNW,28 15,33 18,1007.0,0.0,2025-10-02
6:30 am,10.1,3.0,55,NNW,28 15,32 17,1007.3,0.0,2025-10-02
6:00 am,9.0,2.2,57,N,26 14,30 16,1007.2,0.0,2025-10-02
5:30 am,9.2,2.8,57,NNW,24 13,32 17,1007.0,0.0,2025-10-02
5:00 am,9.0,2.7,59,N,24 13,30 16,1006.9,0.0,2025-10-02
4:30 am,9.3,3.4,58,N,22 12,30 16,1006.9,0.0,2025-10-02
4:00 am,9.8,3.5,56,N,24 13,28 15,1007.1,0.0,2025-10-02
3:30 am,10.1,4.6,56,N,20 11,26 14,1007.1,0.0,2025-10-02
3:00 am,9.6,4.6,57,N,17 9,22 12,1007.2,0.0,2025-10-02
2:30 am,9.5,4.2,58,N,19 10,22 12,1007.6,0.0,2025-10-02
2:00 am,9.4,4.8,58,N,15 8,19 10,1007.9,0.0,2025-10-02
1:30 am,9.6,4.6,57,N,17 9,19 10,1008.1,0.0,2025-10-02
1:00 am,9.5,4.5,56,N,17 9,19 10,1008.3,0.0,2025-10-02
12:30 am,10.2,4.6,54,N,20 11,24 13,1008.4,0.0,2025-10-02
12:00 am,11.3,5.9,49,NNW,19 10,22 12,1008.7,0.0,2025-10-02
