Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.7,5.4,58,N,20 11,30 16,999.2,0.2,2025-10-08
11:00 pm,11.0,5.0,58,N,24 13,37 20,999.4,0.2,2025-10-08
10:30 pm,11.0,5.4,59,N,22 12,35 19,999.5,0.2,2025-10-08
10:00 pm,10.8,5.7,59,N,19 10,28 15,999.4,0.2,2025-10-08
9:30 pm,10.9,6.3,60,N,17 9,22 12,999.4,0.2,2025-10-08
9:00 pm,11.2,6.2,60,N,19 10,28 15,999.1,0.2,2025-10-08
8:30 pm,11.2,6.0,59,N,20 11,28 15,998.9,0.2,2025-10-08
8:00 pm,11.4,6.7,58,N,17 9,30 16,998.3,0.2,2025-10-08
7:30 pm,12.1,7.4,54,N,17 9,26 14,997.8,0.2,2025-10-08
7:05 pm,12.3,5.0,52,N,30 16,50 27,997.7,0.2,2025-10-08
7:00 pm,12.3,5.0,52,N,30 16,44 24,997.5,0.2,2025-10-08
6:38 pm,12.3,4.6,51,N,32 17,52 28,997.4,0.2,2025-10-08
6:30 pm,12.2,4.9,52,N,30 16,46 25,997.3,0.2,2025-10-08
6:01 pm,12.9,4.6,48,N,35 19,56 30,996.8,0.2,2025-10-08
6:00 pm,12.8,4.1,48,N,37 20,54 29,996.8,0.2,2025-10-08
5:30 pm,12.6,4.8,51,N,33 18,65 35,997.0,0.2,2025-10-08
5:00 pm,12.2,5.3,60,N,30 16,44 24,997.1,0.2,2025-10-08
4:31 pm,12.8,6.2,55,N,28 15,46 25,997.5,0.2,2025-10-08
4:30 pm,12.8,6.5,55,N,26 14,43 23,997.4,0.2,2025-10-08
4:00 pm,14.0,5.9,49,N,35 19,59 32,997.0,0.2,2025-10-08
3:30 pm,15.2,8.5,46,N,28 15,54 29,996.3,0.2,2025-10-08
3:00 pm,14.9,8.1,52,N,30 16,54 29,995.9,0.2,2025-10-08
2:37 pm,15.7,9.1,52,NNW,30 16,54 29,995.6,0.2,2025-10-08
2:30 pm,16.2,11.1,51,NNW,22 12,44 24,995.2,0.2,2025-10-08
